Query ID	Monarch geneid	Evalue	Identity	Length	RNAseq depth	RefSeq Annotation	UniRef Annotation
XP_0325145411LOC116768035organismDanausplexippusGeneID116768035	DPOGS216024	1e-06	25.32%	14	1284	olfactory receptor 9 [Bombyx mori]	Olfactory receptor 1 n=1 Tax=Antheraea polyphemus RepID=D3H5T2_ANTPO
XP_0325145411LOC116768035organismDanausplexippusGeneID116768035	DPOGS200216	2e-06	24.26%	3	1071	olfactory receptor 27 [Bombyx mori]	Olfactory receptor n=2 Tax=Obtectomera RepID=C4B7V8_BOMMO
XP_0325145411LOC116768035organismDanausplexippusGeneID116768035	DPOGS212115	4e-06	22.22%	4	1170	olfactory receptor 54 [Bombyx mori]	Olfactory receptor-like receptor n=3 Tax=Obtectomera RepID=B1B1Q4_BOMMO
XP_0325145411LOC116768035organismDanausplexippusGeneID116768035	DPOGS202518	5e-06	20.08%	4	1113	olfactory receptor 44 [Bombyx mori]	Olfactory receptor n=2 Tax=Obtectomera RepID=C4B7X3_BOMMO
XP_0325145411LOC116768035organismDanausplexippusGeneID116768035	DPOGS205309	7e-06	21.05%	3	1887	olfactory receptor 35 [Bombyx mori]	Odorant receptor 35 n=8 Tax=Bombyx mori RepID=A7E3H6_BOMMO
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS202145	0.0	98.54%	35	1434	lachesin precursor, putative [Pediculus humanus corporis]	Lachesin, putative n=3 Tax=Neoptera RepID=E0VYZ0_PEDHC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS201275	4e-100	56.58%	10	1086	PREDICTED: similar to CG14521 CG14521-PA [Tribolium castaneum]	UPI00022CAD35 related cluster n=1 Tax=unknown RepID=UPI00022CAD35
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS203652	3e-86	47.44%	16	1179	PREDICTED: similar to CG32791 CG32791-PA [Tribolium castaneum]	Lachesin n=4 Tax=Pancrustacea RepID=E2AYH2_CAMFO
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS203651	8e-82	44.33%	46	1323	PREDICTED: similar to CG32791 CG32791-PA [Tribolium castaneum]	CG32791 n=25 Tax=Endopterygota RepID=Q9W4R3_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS203849	2e-80	44.15%	6	1221	PREDICTED: similar to CG32791 CG32791-PA [Tribolium castaneum]	CG32791 n=25 Tax=Endopterygota RepID=Q9W4R3_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS210000	1e-78	45.54%	23	1263	PREDICTED: similar to AGAP004915-PA [Tribolium castaneum]	CG34391, isoform C n=26 Tax=Neoptera RepID=A8JNC7_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS208144	4e-77	46.18%	60	1104	PREDICTED: similar to lachesin, putative [Nasonia vitripennis]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D6W8U0_TRICA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS211022	6e-75	44.82%	184	1317	PREDICTED: similar to GA16498-PA [Tribolium castaneum]	CG31814 n=26 Tax=Pancrustacea RepID=Q8IP70_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS210945	2e-73	41.52%	5	1197	GA16498 [Drosophila pseudoobscura pseudoobscura]	CG31814 n=26 Tax=Pancrustacea RepID=Q8IP70_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS205961	1e-71	44.15%	6	1065	predicted protein [Pediculus humanus corporis]	Predicted protein n=14 Tax=Arthropoda RepID=E0VDX7_PEDHC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS203828	2e-68	43.14%	83	1440	PREDICTED: similar to CG31708 CG31708-PB [Tribolium castaneum]	RE04226p n=28 Tax=Pancrustacea RepID=Q6NNU3_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS207611	2e-68	42.30%	17	1389	PREDICTED: similar to CG40378 CG40378-PA [Tribolium castaneum]	Lachesin n=13 Tax=Neoptera RepID=F4X3S8_ACREC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS207613	1e-67	39.29%	26	1167	PREDICTED: similar to CG40378 CG40378-PA [Tribolium castaneum]	Lachesin n=13 Tax=Neoptera RepID=F4X3S8_ACREC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS201053	2e-61	39.39%	17	1170	GA28999 [Drosophila pseudoobscura pseudoobscura]	UPI00022C8FF4 related cluster n=3 Tax=unknown RepID=UPI00022C8FF4
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS211687	2e-31	29.39%	2508	1146	PREDICTED: similar to lachesin [Tribolium castaneum]	Lachesin n=8 Tax=Arthropoda RepID=F4WM47_ACREC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS203060	2e-30	27.21%	128	1329	GJ14353 [Drosophila virilis]	Klingon n=22 Tax=Neoptera RepID=Q9VCT4_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS212545	3e-21	26.49%	1866	1431	AGAP010422-PA [Anopheles gambiae str. PEST]	Limbic system-associated membrane protein, putative n=6 Tax=Neoptera RepID=E0VTY5_PEDHC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS201986	3e-17	24.85%	54	1518	GI17882 [Drosophila mojavensis]	Putative uncharacterized protein n=1 Tax=Branchiostoma floridae RepID=C3YY39_BRAFL
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS206598	1e-15	25.00%	513	2394	PREDICTED: similar to AGAP002802-PA [Tribolium castaneum]	Fasciclin II transmembrane isoform n=3 Tax=Manduca sexta RepID=O97137_MANSE
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS206597	2e-15	24.92%	417	2406	fasciclin 2, isoform A [Drosophila melanogaster]	Fasciclin II transmembrane isoform n=3 Tax=Manduca sexta RepID=O97137_MANSE
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS207502	4e-15	29.39%	23	5772	PREDICTED: similar to AGAP007092-PA [Tribolium castaneum]	CG42330, isoform D n=34 Tax=Endopterygota RepID=Q0E8G9_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS206091	2e-14	27.99%	293	6378	protein sidekick precursor, putative [Pediculus humanus corporis]	Protein sidekick, putative n=4 Tax=Neoptera RepID=E0V9W7_PEDHC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS202291	8e-14	25.62%	13	4521	PREDICTED: similar to CG31190 CG31190-PC [Tribolium castaneum]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D7GY92_TRICA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS215421	8e-14	28.57%	8	876	PREDICTED: similar to defective proboscis extension response [Tribolium castaneum]	Dpr7, isoform C n=21 Tax=Pancrustacea RepID=A8DZ27_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS204574	9e-14	27.36%	156	2508	colmedin [Culex quinquefasciatus]	GJ16585 n=7 Tax=Neoptera RepID=B4M6R9_DROVI
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS206372	2e-13	26.09%	1921	3837	Neuroglian precursor, putative [Pediculus humanus corporis]	Neuroglian n=48 Tax=Pancrustacea RepID=NRG_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS206558	1e-12	26.35%	9	4377	PREDICTED: similar to CG31190 CG31190-PC [Tribolium castaneum]	Dscam3, isoform C n=9 Tax=Drosophila RepID=A8JR35_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS203110	3e-12	29.02%	36	792	defective proboscis extension response [Culex quinquefasciatus]	Defective proboscis extension response, putative n=9 Tax=Arthropoda RepID=Q179I1_AEDAE
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS214599	5e-12	27.07%	1446	9225	PREDICTED: similar to Papilin CG33103-PB, isoform B isoform 1 [Apis mellifera]	Lacunin n=2 Tax=Obtectomera RepID=G6D852_DANPL
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS211939	6e-12	27.19%	55	3609	PREDICTED: similar to roundabout [Tribolium castaneum]	Roundabout n=9 Tax=Pancrustacea RepID=Q174G3_AEDAE
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS204432	7e-12	24.51%	429	6741	GH17446 [Drosophila grimshawi]	UPI00022C9D89 related cluster n=2 Tax=unknown RepID=UPI00022C9D89
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS200397	1e-11	26.48%	13	1149	GK12675 [Drosophila willistoni]	Dpr20 n=18 Tax=Neoptera RepID=Q9W0L9_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS202957	3e-11	22.78%	36	5010	PREDICTED: similar to CG31190 CG31190-PC [Tribolium castaneum]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D7GY92_TRICA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS209536	3e-11	25.78%	3	897	defective proboscis extension response, putative [Aedes aegypti]	Dpr14 n=17 Tax=Pancrustacea RepID=Q9W3N2_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS211358	9e-11	29.47%	28	843	PREDICTED: similar to defective proboscis extension response, putative [Tribolium castaneum]	Defective proboscis extension response, putative n=7 Tax=Culicidae RepID=Q179E3_AEDAE
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS209302	9e-11	26.92%	15	873	PREDICTED: similar to defective proboscis extension response, putative [Tribolium castaneum]	Putative defective proboscis extension response n=9 Tax=Endopterygota RepID=G6DPQ5_DANPL
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS214505	1e-10	33.60%	21	1263	hypothetical protein AaeL_AAEL012998 [Aedes aegypti]	AGAP002707-PA n=3 Tax=Culicidae RepID=Q7PR66_ANOGA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS208163	2e-10	30.35%	24	1314	limbic system-associated membrane protein precursor, putative [Pediculus humanus corporis]	Limbic system-associated membrane protein, putative n=1 Tax=Pediculus humanus corporis RepID=E0VQS4_PEDHC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS205598	2e-10	30.58%	56	918	limbic system-associated membrane protein precursor, putative [Pediculus humanus corporis]	Limbic system-associated membrane protein, putative n=11 Tax=Neoptera RepID=E0VS95_PEDHC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS202424	3e-10	23.34%	415	2445	PREDICTED: similar to nephrin [Tribolium castaneum]	Nephrin n=3 Tax=Endopterygota RepID=Q17HA9_AEDAE
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS207706	3e-10	28.71%	152	2493	GK11515 [Drosophila willistoni]	Putative uncharacterized protein n=4 Tax=Endopterygota RepID=D6WFM8_TRICA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS213249	4e-10	24.41%	160	4089	hemicentin, putative [Pediculus humanus corporis]	Uncharacterized protein n=9 Tax=Theria RepID=E1B9K4_BOVIN
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS205029	4e-10	23.91%	211	9933	dscam [Drosophila pseudoobscura pseudoobscura]	Dscam n=5 Tax=Pancrustacea RepID=G6CLL7_DANPL
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS201950	4e-10	24.92%	305	4326	PREDICTED: similar to sticks and stones CG33141-PA [Tribolium castaneum]	Sticks and stones, isoform B n=20 Tax=Diptera RepID=Q0E9F2_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS200525	7e-10	23.83%	32	5937	PREDICTED: similar to OTTHUMP00000065631 [Strongylocentrotus purpuratus]	Hemicentin-1 n=1 Tax=Heterocephalus glaber RepID=G5C6C4_HETGA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS202050	1e-09	26.22%	34	945	PREDICTED: similar to GH01517p [Nasonia vitripennis]	AGAP002135-PB n=8 Tax=Diptera RepID=F5HIW2_ANOGA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS213440	1e-09	22.77%	28	5229	GF18608 [Drosophila ananassae]	Dscam3, isoform C n=9 Tax=Drosophila RepID=A8JR35_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS202953	2e-09	25.71%	13	4980	PREDICTED: similar to CG31190-PB, isoform B, partial [Apis mellifera]	Dscam3, isoform C n=9 Tax=Drosophila RepID=A8JR35_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS200711	2e-09	25.00%	64	2142	PREDICTED: similar to CG34114 CG34114-PB [Tribolium castaneum]	UPI00022C9237 related cluster n=2 Tax=unknown RepID=UPI00022C9237
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS206385	3e-09	25.50%	23	5805	PREDICTED: similar to GA16078-PA [Nasonia vitripennis]	Dscam3, isoform C n=9 Tax=Drosophila RepID=A8JR35_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS212543	3e-09	21.99%	149	1440	PREDICTED: similar to lachesin, putative [Tribolium castaneum]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D6WF34_TRICA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS206025	3e-09	20.98%	219	4266	PREDICTED: similar to peroxidasin [Tribolium castaneum]	Peroxidasin n=2 Tax=Endopterygota RepID=D6WFS4_TRICA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS209896	3e-09	26.24%	80	951	PREDICTED: similar to IP17045p [Nasonia vitripennis]	Leucine-rich repeats and immunoglobulin-like domains protein 1 n=4 Tax=Neoptera RepID=F4W811_ACREC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS214714	4e-09	27.46%	14	2418	PREDICTED: similar to CG12950 CG12950-PA [Tribolium castaneum]	Sidestep protein, putative n=1 Tax=Pediculus humanus corporis RepID=E0VJ38_PEDHC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS204150	6e-09	26.55%	30	2271	PREDICTED: similar to CG34113 CG34113-PP [Tribolium castaneum]	Protein turtle-like protein A n=7 Tax=Formicidae RepID=E2AKZ8_CAMFO
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS214345	9e-09	25.60%	425	873	PREDICTED: similar to IP17045p [Nasonia vitripennis]	Leucine-rich repeats and immunoglobulin-like domains protein 1 n=4 Tax=Neoptera RepID=F4W811_ACREC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS206247	9e-09	25.95%	18	876	AGAP001126-PA [Anopheles gambiae str. PEST]	GF22561 n=1 Tax=Drosophila ananassae RepID=B3MVT3_DROAN
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS214704	2e-08	26.67%	41	2211	GI24340 [Drosophila mojavensis]	GD18910 n=10 Tax=Endopterygota RepID=B4R186_DROSI
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS206555	2e-08	22.69%	5	4110	PREDICTED: similar to CG31190-PB, isoform B, partial [Apis mellifera]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D7GY92_TRICA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS213245	2e-08	22.07%	196	5484	conserved hypothetical protein [Pediculus humanus corporis]	Hermansky-Pudlak syndrome 5 n=7 Tax=Obtectomera RepID=G3XDU5_BOMMO
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS205044	3e-08	24.55%	85	4863	PREDICTED: similar to leucine-rich repeats and immunoglobulin-like domains 3 [Tribolium castaneum]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D6W6K8_TRICA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS209125	5e-08	26.92%	18	4704	PREDICTED: similar to Neogenin precursor [Apis mellifera]	Neogenin n=9 Tax=Formicidae RepID=F4W5X3_ACREC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS206226	5e-08	26.92%	13	4203	PREDICTED: similar to AGAP006083-PB [Tribolium castaneum]	Neogenin n=9 Tax=Formicidae RepID=F4W5X3_ACREC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS206250	6e-08	24.60%	46	897	AGAP001126-PA [Anopheles gambiae str. PEST]	GF22561 n=1 Tax=Drosophila ananassae RepID=B3MVT3_DROAN
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS208547	9e-08	23.05%	896	3786	GE18270 [Drosophila yakuba]	Echinoid n=20 Tax=Diptera RepID=Q9BN17_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS203293	1e-07	27.54%	1735	10824	predicted protein [Pediculus humanus corporis]	Basement membrane-specific heparan sulfate proteoglycan core protein n=11 Tax=Formicidae RepID=E2AWE3_CAMFO
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS203872	2e-07	26.01%	42	2445	PREDICTED: similar to nephrin [Tribolium castaneum]	Nephrin n=3 Tax=Endopterygota RepID=Q17HA9_AEDAE
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS211466	2e-07	25.84%	13	2274	PREDICTED: similar to CG34113 CG34113-PP [Tribolium castaneum]	CG34113, isoform P n=1 Tax=Drosophila melanogaster RepID=Q0KIB1_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS202517	3e-07	25.15%	27	807	defective proboscis extension response, putative [Aedes aegypti]	Defective proboscis extension response, putative n=9 Tax=Arthropoda RepID=Q179I1_AEDAE
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS205330	5e-07	35.42%	582	6294	PREDICTED: similar to conserved hypothetical protein [Tribolium castaneum]	Predicted protein n=6 Tax=Pancrustacea RepID=E0VKS0_PEDHC
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS216200	8e-07	23.23%	1623	6555	titin, putative [Pediculus humanus corporis]	Projectin (Fragment) n=1 Tax=Pediculus humanus RepID=F1DFM0_9NEOP
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS202427	9e-07	25.56%	61	2616	PREDICTED: similar to nephrin [Tribolium castaneum]	Nephrin n=3 Tax=Endopterygota RepID=Q17HA9_AEDAE
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS215992	1e-06	25.40%	463	3861	PREDICTED: similar to AGAP008813-PA [Tribolium castaneum]	Vascular endothelial growth factor receptor 2 n=3 Tax=Formicidae RepID=E2C778_HARSA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS212082	2e-06	25.11%	10	1275	PREDICTED: similar to CG12191-PA [Nasonia vitripennis]	Obscurin n=2 Tax=Formicidae RepID=E2ABD7_CAMFO
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS200214	2e-06	25.79%	8	3429	PREDICTED: similar to synaptic vesicle protein [Nasonia vitripennis]	Synaptic vesicle glycoprotein 2B n=6 Tax=Formicidae RepID=E2ADZ1_CAMFO
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS202614	3e-06	25.54%	60	2583	PREDICTED: similar to roundabout 1 [Tribolium castaneum]	Roundabout, isoform B n=19 Tax=Endopterygota RepID=Q9W213_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS206579	4e-06	32.91%	7	960	PREDICTED: similar to GA11692-PA [Tribolium castaneum]	Putative uncharacterized protein n=5 Tax=Endopterygota RepID=G6D133_DANPL
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS204151	4e-06	27.13%	11	2568	PREDICTED: similar to CG34113 CG34113-PP [Tribolium castaneum]	Protein turtle-like protein A n=7 Tax=Formicidae RepID=E2AKZ8_CAMFO
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS208540	5e-06	22.22%	585	3288	AGAP007928-PA [Anopheles gambiae str. PEST]	AGAP007928-PA n=7 Tax=Endopterygota RepID=Q7Q3K8_ANOGA
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS208940	5e-06	22.94%	672	2016	PREDICTED: similar to Contactin CG1084-PA [Apis mellifera]	Contactin n=2 Tax=Endopterygota RepID=B2DBK6_9NEOP
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS202603	5e-06	25.63%	102	2880	roundabout, isoform B [Drosophila melanogaster]	Roundabout, isoform B n=19 Tax=Endopterygota RepID=Q9W213_DROME
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS207167	6e-06	25.00%	1940	43869	kettin protein [Bombyx mori]	Kettin protein n=53 Tax=Obtectomera RepID=G6DLT7_DANPL
XP_0325146122LOC116768089organismDanausplexippusGeneID116768089isoformX1	DPOGS201985	7e-06	18.40%	429	1377	conserved hypothetical protein [Culex quinquefasciatus]	Putative uncharacterized protein n=3 Tax=Culicidae RepID=B0W5V2_CULQU
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS209484	6e-150	88.62%	230	981	AGAP009839-PA [Anopheles gambiae str. PEST]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D6WWM2_TRICA
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS210419	8e-18	34.43%	24	2865	PREDICTED: similar to CG13708 CG13708-PA [Tribolium castaneum]	UPI000206371B related cluster n=2 Tax=unknown RepID=UPI000206371B
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS213565	2e-12	34.06%	12	1668	PREDICTED: similar to protein phosphatases pp1 regulatory subunit [Tribolium castaneum]	Putative uncharacterized protein n=1 Tax=Tribolium castaneum RepID=D6WHD8_TRICA
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS209798	4e-12	34.62%	576	816	PREDICTED: similar to Ras suppressor-1 CG9031-PA [Apis mellifera]	Ras suppressor protein 1 n=6 Tax=Coelomata RepID=E2A8L4_CAMFO
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS203200	9e-12	28.97%	67	3822	toll, putative [Pediculus humanus corporis]	Toll, putative n=3 Tax=Neoptera RepID=E0VDA3_PEDHC
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS200568	9e-12	25.77%	231	2133	PREDICTED: similar to phosphatasepp1 regulatory subunit [Tribolium castaneum]	Putative uncharacterized protein GLEAN_07010 n=1 Tax=Tribolium castaneum RepID=D2A2T5_TRICA
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS211580	3e-11	30.94%	341	2823	PREDICTED: similar to scribbled CG5462-PD, isoform D [Apis mellifera]	Protein lap4 n=15 Tax=Coelomata RepID=E2AD26_CAMFO
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS200553	3e-11	38.21%	40	5238	PREDICTED: similar to leucine rich repeat containing 50 [Tribolium castaneum]	Putative uncharacterized protein n=1 Tax=Branchiostoma floridae RepID=C3ZYS5_BRAFL
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS205279	5e-11	30.53%	51	3609	PREDICTED: similar to toll [Tribolium castaneum]	Toll-7-like protein n=10 Tax=Coelomata RepID=D6WCH9_TRICA
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS204550	2e-10	30.57%	22	1074	PREDICTED: similar to leucine rich repeat containing 23 [Tribolium castaneum]	UPI0000D56877 related cluster n=1 Tax=unknown RepID=UPI0000D56877
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS206840	2e-09	30.14%	274	1572	PREDICTED: similar to leucine rich repeat containing 47 [Apis mellifera]	Leucine-rich repeat-containing protein 47 n=8 Tax=Endopterygota RepID=F4WQ34_ACREC
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS207359	4e-09	24.02%	414	1398	PREDICTED: similar to CG11807-PA [Apis mellifera]	Putative uncharacterized protein n=1 Tax=Anopheles darlingi RepID=E3XFJ8_ANODA
